usernname,score
Jill2012Steiner,0.000000
MaryAttentativeM,0.000869
FuriousWitherspoonBowl,0.000000
WatchesSamantha_PickelCat,0.000000
FearsEileenWhale,0.000869
RunsLlewellynBird,0.013032
Forrest_MooreOctopus36,0.000869
Lorita25,0.000869
GuapoBowlGibson,0.024327
M1968Jones,0.000000
FearsChristine_FleisherBird,0.006082
RunsBlanchardWhale,0.000000
EssieFastThomas,0.015639
ObnoxiousAndrewBanana,0.000000
RunsAaronFish,0.018245
CuriousGCandy,0.000869
AttentativePenaBread50,0.016507
Shirley_Johnson1969,0.000000
Josefina2019,0.000000
FastCandyMichael,0.000000
Jane_DelunaBear82,0.006950
BusyPamelaCouch,0.000000
WalterBear25,0.006950
WilliamCleverKrohn,0.000000
DFuriousS,0.000000
AttentativePlateDeluna,0.000000
AttentativeHouseElliott,0.000000
WileyKCouch,0.000000
CuriousCPlate,0.000000
JudyLion21,0.041703
WatchesJudithBird,0.000000
Paul_Vanover1963,0.000869
SmartPaulLight,0.029540
FamousFHouse,0.003475
RacesLowell_KallasLion,0.000000
AObnoxiousWinebrenner,0.000000
Erin1996,0.000000
DarkJohnsonBowl,0.025195
CleverPattiBread,0.000869
Bradley_TaylorFish86,0.028671
VeraFish2009,0.000869
FleetClarkeIcecream1980,0.000000
Darcy_RenfrewOctopus73,0.018245
FleetHortonCar,0.000000
ECleverF,0.008688
LovesDanny_DavisFish,0.000000
Marshall_Byrne97,0.000000
CandidCrouseLight99,0.000000
BAttentativeM,0.000000
WilliamBusyStgermain,0.000000
ECleverW,0.000000
HoldsGerald_CookBird,0.000000
W71Racine,0.000000
David34Ing,0.000000
DarkRobertBowl,0.000000
SCandidHanes,0.000869
MichelleFuriousLiles,0.000000
Mittie45,0.000000
FastCIcecream49,0.000000
FuriousTwiggsCar1987,0.000000
DarkCHouse44,0.000000
RacesAlbertaHorse,0.000000
TallPCouch1979,0.006950
LazyJeanineIcecream,0.000000
LazyBBowl,0.000000
CandidBowlArmando,0.000869
JohnBusyC,0.000869
JenniferDog58,0.000000
TallBowlLeland,0.000869
FuriousSappingtonLight61,0.000000
RichardWhale52,0.027802
RunsHammondWhale,0.000869
TallHawkinsCar,0.000000
Josefina_AllisonMouse1982,0.000000
JonesWhale21,0.000000
FleetMeekerBanana2009,0.014770
Alice_Deleon66,0.000000
ObnoxiousWBanana1957,0.000000
CleverTomIcecream,0.000869
CuriousTBread,0.000000
RunsFrancis_HowardOctopus,0.012163
ReasonerLion1967,0.000869
RunsTraceyWhale,0.000000
FuriousCLight,0.000000
MichaelHorse39,0.000869
FastBananaJessie_Mack,0.000000
James76G,0.000000
Meagan_Weiland93,0.000000
George1992Sims,0.000869
JoseLion88,0.000869
Kristi_Curtiss1959,0.000000
AttentativeJIcecream,0.000000
Teresa97A,0.029540
ObnoxiousNewtonCouch,0.000869
DarkVCar1980,0.000000
CandidJenkinsHouse,0.000869
WatchesCynthiaWhale,0.000000
CleverBakerCandy,0.000000
BurtonWhale84,0.000000
Daniel1971,0.000000
Loretta_SlaterCat37,0.000000
FearsCollierDog,0.000000
CuriousLightDiana,0.000000
CleverEdwardCandy,0.000000
CuriousSmartBread46,0.000000
AlexanderLion2012,0.000000
HoldsRuby_BrewerLion,0.028671
JefferyTallSmith,0.000000
Timothy_TaylorWhale1969,0.015639
LazyFCar,0.000000
StevenHorse1965,0.013032
RacesMurachBear,0.000000
FleetNCouch,0.000000
FuriousHBowl,0.000000
CuriousHouseAnne,0.000000
GuapoKCouch,0.000000
N69Newman,0.005213
CleverTravisBowl,0.000000
HoldsGonzalesHorse,0.021720
GuapoBBowl,0.026933
WileyLaperouseHouse2006,0.000000
Cann1991,0.000000
LazyNLight,0.014770
AnhBird2009,0.000000
ObnoxiousBananaMowers,0.000000
William74,0.000000
NicoleBear93,0.000000
CuriousCrumHouse13,0.000000
CuriousDHouse,0.000000
AttentativeLashellBanana,0.000000
Smith1968,0.000000
Sandra_Houston34,0.000000
Miller1955,0.000869
JaniceObnoxiousGoldberg,0.000000
SmartThomasHouse,0.000000
GuapoCBread,0.000000
FearsTiffanyDog,0.000869
BusyCouchClyde,0.005213
Mark_WardDog3,0.000869
BusyParkBowl5,0.020851
FuriousKimBowl,0.000869
GuapoMorrisHouse2011,0.000000
FuriousIcecreamAmanda,0.000000
TallABowl1971,0.000000
RunsPatriciaOctopus,0.000000
KarenFleetPeterson,0.000000
FrankFish89,0.000000
PriceBear2001,0.000000
Sean_Dunaway1990,0.013901
CandidSBowl,0.000000
FearsHiraldoFish,0.000000
RunsJarrettDog,0.000000
Richard_FleetwoodDog2005,0.000000
NewtonBear1987,0.025195
CuriousHowardLight,0.000869
MaryCleverBeal,0.000000
LazyCouchElvin_Ottesen,0.012163
TallMLight,0.000000
DarkIcecreamMicah_Knackstedt,0.000869
Donald1975Stark,0.019983
FearsChesterCat,0.000000
FearsEarlBird,0.000000
FuriousKBowl,0.000000
LFamousGuy,0.000000
FuriousALight31,0.000000
FleetBBowl1990,0.000000
G1967Asencio,0.000000
WatsonDog3,0.000869
SusanFleetFagerstrom,0.000000
Myrtle71W,0.000000
ObnoxiousLewisHouse42,0.000000
FleetBergsmaIcecream,0.022589
Amanda_Mcgriff89,0.038228
DisqueLion84,0.000000
MyrtleHorse60,0.000000
Mattie_Williams16,0.000000
AttentativeJohnCar,0.055604
Willie_Mclaughlin1969,0.000000
AttentativeCouchDaniel,0.000000
Yvette_LuchtLion95,0.000869
Patricia3W,0.000869
AttentativeCHouse,0.000000
FleetLewisBread,0.009557
HawleyFish1991,0.000000
Perry_DavidsonOctopus10,0.025195
Gordon_Cherry1995,0.000000
Cheryl_MeeksFish82,0.000000
WileyPCandy1999,0.014770
RunsJohn_GibbyBear,0.000869
ObnoxiousBCar,0.000000
Jose_AikmanBird1964,0.000000
WatchesLynn_JohnsLion,0.000000
AudetMouse35,0.000000
CleverWeinerIcecream,0.000000
GuapoSBowl,0.000869
FearsLydia_WhiteFish,0.002606
HelenCuriousC,0.000000
BrandenMouse1994,0.000000
SmartManuelIcecream,0.000000
Dale_Holstein79,0.000000
Nicholas81Svec,0.011295
ObnoxiousBryantBanana2016,0.000000
Shirley1973,0.000000
Heather2011R,0.013032
WatchesBurtWhale,0.013901
JuanBear1956,0.000000
GuapoMBanana,0.000000
FastHBanana46,0.003475
Rogers1971,0.000000
RacesKathleenBear,0.000869
DarkCouchWebb,0.000869
Bernice_EdwardsMouse1991,0.029540
BusyYBowl,0.000000
CeravoloWhale1992,0.025195
Martha1958,0.000000
TallFoncecaCandy,0.022589
A98Chavarria,0.000000
WileyBreadElizabeth_Wendell,0.005213
FleetNPlate2,0.000000
KCleverC,0.007819
B68Duckett,0.000869
Dylan_JoyWhale6,0.039096
AttentativeWarnstaffHouse,0.000000
DickinsonMouse32,0.024327
TedrowBear38,0.000000
DarkThomasHouse,0.000000
RacesMonteHorse,0.000000
LovesWaldo_WhiteheadFish,0.000000
Lyford54,0.000000
Linda_True12,0.000000
FamousLoriLight,0.000000
Patricia1955L,0.012163
DarkKraegerBowl,0.000000
PaulWhale1983,0.000869
Kevin62Hoerner,0.000000
Oleta1995B,0.011295
FastEPlate,0.000000
Thelma_AquinoBird1972,0.000000
Susan_JohnsonFish2018,0.000000
BusyYBanana,0.025195
DavidCandidPeck,0.005213
RobertBear1987,0.000000
CuriousWhitedIcecream1959,0.000000
DorothyCat51,0.000000
AFuriousP,0.000000
KevinMouse54,0.000000
A68Moulton,0.000000
LTallDewoody,0.000000
FleetCarterLight1986,0.000869
CandidCrossLight2012,0.000869
CleverLightRobin,0.000000
TallWBanana,0.000000
RacesMaryannMouse,0.000000
RCuriousLopez,0.000000
DarkTBread,0.000000
LazyMassenburgBanana55,0.000000
Jennifer_StudlerDog2015,0.000000
WillieFleetMoore,0.020851
Foster1995,0.016507
CleverBananaKowalik,0.000000
CandidRobertCandy,0.000000
TCuriousJ,0.000000
JeffreyBusyD,0.000000
DarkBrittanyCouch,0.001738
LovesScottWhale,0.000869
LovesOrvilleBird,0.000869
Douglas_Ransom29,0.041703
ObnoxiousWLight1956,0.000869
FastFBread85,0.000000
LindaTallH,0.000869
CuriousCandyMary_Perla,0.000000
LazyJIcecream,0.000000
RacesKatherineDog,0.000000
L1955Wells,0.000000
FuriousMarraraBowl,0.000000
Margaret1987Clark,0.033884
WatchesPetersonFish,0.000000
SmartDavisBanana1978,0.000000
HoldsSheila_RodriguezOctopus,0.000869
WileyJamesCouch,0.023458
IraSmartHill,0.000000
HoldsStuartLion,0.000869
FamousSimonCar2003,0.000000
FleetRackhamCouch2005,0.000000
FamousYelvertonCar,0.005213
CleverBananaTimothy_Case,0.000000
AttentativeSBowl,0.000000
LovesLindaFish,0.000000
SmartALight,0.000000
StaceyBird1980,0.000000
LazyWBanana,0.008688
M34Rahmani,0.006950
Camille2007,0.000000
RichardMouse1995,0.000000
FastWLight22,0.000000
FamousRIcecream,0.000000
DarkHudspethCar1967,0.000869
CuriousSimsHouse2017,0.000869
JCuriousF,0.000000
ShawnBear1985,0.008688
David54A,0.000000
FearsMatthewDog,0.000000
LazyPooleLight,0.000000
FamousGustafsonPlate2018,0.009557
DarkJasonBread,0.000000
FamousThomasIcecream,0.006082
Rebecca2008,0.000869
CleverLightPatricia,0.000869
HoldsRunyonLion,0.000000
LovesWilliamMouse,0.000000
HerbertBusyM,0.000000
CleverAIcecream,0.000000
CandidBilboPlate1983,0.000000
KennethSmartHill,0.000000
Dianne29Dalbec,0.000000
WatchesStevenLion,0.030408
FamousJCandy,0.000000
WileyMccardleCar50,0.010426
CuriousELight,0.000000
WileyDonaldPlate,0.002606
FamousCandyPatricia_Gebhardt,0.006082
Rickard39,0.000000
Elizabeth_Csaszar58,0.030408
GuapoWolfeBanana55,0.004344
Irene_Powell90,0.011295
D69Steele,0.000000
Pearl_Carver89,0.000000
GuapoCouchRuben_Graham,0.000000
LucianoBird83,0.000869
DarkCollettBanana61,0.000000
SmartBBowl80,0.000000
JObnoxiousL,0.000000
CandidUzielCouch1967,0.001738
SteinbeckDog94,0.000869
LovesElaineBird,0.000000
TallEvelynCandy,0.000000
FastWBread98,0.000000
LazyPBread55,0.000869
DCuriousClarke,0.010426
RunsVeronica_KinneyOctopus,0.000000
AndrewDarkB,0.000869
SmartKCandy,0.040834
TallBreadAnnette,0.005213
CandidRPlate,0.019983
FamousHCandy,0.000000
Taylor61,0.000000
FearsThomasBird,0.000000
WatchesEva_CarringtonBear,0.000869
CleverBowlRichard_Miller,0.000000
FastKBowl,0.000000
FleetTIcecream,0.006082
GuapoCandySusanna,0.020851
LoreneLazyLea,0.000869
FastMeganLight,0.000000
FastRHouse1950,0.000000
LazyHouseJulie_Oharra,0.000000
KFamousG,0.000000
CleverCCouch,0.002606
RunsGladys_KennedyHorse,0.000000
FastLBanana,0.000000
Peter79Woodruff,0.000000
SmartJCouch,0.010426
DeborahCat2,0.000000
TallLightKevin,0.000000
RandallGuapoHammond,0.000000
HoldsLouis_ThompsonBear,0.000000
TallRedingCouch,0.000000
DarleneCleverP,0.000000
HoldsJoe_MaynesWhale,0.002606
CandidCouchMary,0.000000
CuriousJohnBanana,0.000000
Paul_Wolfe2009,0.000000
Karen_Delgado1971,0.000000
GuapoCandyCharles,0.017376
GSmartThompson,0.000000
DarkIcecreamEssie_Clyatt,0.026933
JamesOctopus74,0.000000
FuriousCouchTabitha_Bell,0.000869
TallSCandy,0.013901
ObnoxiousLCar,0.000000
LazyNewtonBowl,0.004344
CandidPlateDakins,0.000000
ObnoxiousBowlPaul,0.000000
BusyHaroldCandy,0.000000
SmartMacleodCandy19,0.005213
JesseCandidC,0.000869
ObnoxiousArthurCar,0.000000
CandidTBowl,0.008688
June1978S,0.000000
FuriousTisdaleCandy,0.000000
Charles_Fultz22,0.000000
RTallHolmes,0.000000
Nemec1973,0.000000
FamousBakerCar17,0.000000
LovesWoodWhale,0.002606
TallHouseHirsh,0.000000
JObnoxiousMarkert,0.000000
CuriousBreadWilson,0.000000
W25Coates,0.000000
WileyRLight20,0.000000
FastReaidPlate,0.000869
Anthony1996Foster,0.000869
ReubenSmartJ,0.000000
Hallie44Brzozowski,0.000000
FleetIIcecream,0.000000
MazieLion85,0.000869
NatashaCuriousLittle,0.000000
JasonAttentativeMacdowell,0.000000
BarbaraCuriousA,0.000000
SmartMaryBowl,0.000000
CuriousWBread25,0.000000
LBusyFunkhouser,0.000000
TallNBanana1970,0.000000
Fern_LuedemanMouse80,0.000000
RacesWalterBear,0.000000
ThomasOctopus75,0.009557
WileyCousinsCar1987,0.000869
FuriousWilliamsPlate1953,0.000869
SmartJHouse1985,0.000000
CandidCLight1990,0.006950
Linda24J,0.000000
CleverMcanallyBanana,0.000869
WileyMatthewCouch,0.015639
WileyCarBillie,0.000000
DarkHCar,0.001738
FamousHouseSheila,0.000869
FuriousJoshuaPlate,0.007819
T2002Murphy,0.000000
FleetGBread,0.001738
ObnoxiousJonesBread95,0.000000
FastAdamCandy,0.000000
SmartIcecreamPein,0.000869
Walter_Okeefe1958,0.000000
Robert_RobertsonLion1978,0.000000
FleetSCouch1975,0.000869
CleverMichealHouse,0.000869
WileyWadeBread,0.002606
ConnerBear1964,0.017376
ObnoxiousAPlate,0.000000
LovesAndrew_SmithWhale,0.000000
LazyNPlate,0.000000
A1958Michel,0.024327
LayneBird16,0.000869
FamousBreadHamann,0.000869
FuriousLissCouch,0.000000
Shannon_Black1953,0.000869
Richard_WallaceHorse1979,0.000000
DFastWeaver,0.000869
SmartJBowl,0.000000
JoseFuriousC,0.000869
Maria_Hanisch7,0.025195
TDarkFields,0.010426
Peyser99,0.000000
FuriousSchoeppBowl66,0.000000
CuriousCouchCarolina,0.000000
Brad_Swindler67,0.000000
FamousFHouse1959,0.000000
JLazyLeblanc,0.000000
Manuel_Santini1979,0.000000
JohnCleverD,0.000000
Rosanna62M,0.000000
CandidCasbarroCandy,0.000000
Jessica_JohnsonDog83,0.000000
CodyFleetOpheim,0.000869
Leslie_CruzDog87,0.000000
JulianTallA,0.000869
AttentativeHaltonIcecream,0.000869
CuriousDaggettPlate21,0.000000
ObnoxiousBreadBurns,0.000869
TallCCouch,0.006082
Newman2005,0.000000
AttentativeSherryCar,0.000000
SmartGroseHouse83,0.000000
David68F,0.000000
DarkBowlJohn,0.000869
FearsBrooksWhale,0.000000
SmartIcecreamBrian,0.000869
CandidWillettPlate1968,0.000000
FuriousSteveCar,0.000000
FamousBenningtonLight56,0.000000
TallSuarezBread,0.000000
ZaragozaFish45,0.000000
GuapoHousePatterson,0.000000
GuapoBussmannBanana75,0.000000
YWileyJohnson,0.000000
RichardCandidD,0.000000
CandidRalphBowl,0.000000
FamousMirandaIcecream,0.000000
Helen2017Martin,0.013032
LazyWHouse,0.000000
ObnoxiousJimmyCouch,0.000869
FamousCronePlate,0.000000
RacesBeverley_FrancoMouse,0.000000
GuapoLamarIcecream,0.000000
FastThiboutotIcecream,0.009557
FleetPeaceIcecream,0.029540
Della_FarnsworthDog1964,0.000000
GertieHorse74,0.000000
FearsAnthony_CabreraFish,0.009557
Annie45Reese,0.001738
BennettBear2017,0.000869
FamousBowlJones,0.000000
LGuapoBatey,0.000000
FearsZimmermanFish,0.000000
SmartBreadRyan,0.000869
FamousLealBowl2007,0.006950
FastCandyBarlow,0.000000
BusyBIcecream39,0.000869
GuapoJonesBowl,0.000000
RunsDavidCat,0.000000
RichardMouse23,0.000869
SharonMouse55,0.000000
BusyHouseDigna_Weaver,0.000000
Hawkins1962,0.000000
RFuriousThacker,0.015639
JFleetChambers,0.000000
BusyCarpenterCar52,0.000000
LazyLightRobert_Conover,0.000000
DBusyMalsam,0.000000
DarkSBowl,0.000000
CuriousJimesonIcecream,0.000000
GuapoBBanana58,0.000000
FleetPaschallBanana,0.000000
FastCouchAmy_Romanowski,0.001738
Kathleen_Cummings28,0.000869
SmartRodneyPlate,0.000000
LazyBananaMargaret,0.000000
JosephBusyQ,0.000000
ObnoxiousSwindellCandy73,0.000000
V59Bishop,0.000000
CandidBreadKelly,0.000000
LazyTCouch,0.000000
AttentativeIcecreamMcdonald,0.000000
SmartBreadJimmy,0.000000
AttentativeBluntIcecream31,0.000000
TroiloFish83,0.000000
DarkLightCharles_Fornili,0.000000
TCandidG,0.000000
FamousLindaBread,0.000000
Fred1965Fiorello,0.000000
JAttentativeJ,0.008688
B97Wright,0.000000
Winifred2011,0.000000
QuintonDog1966,0.000000
GuapoWilliamsCandy84,0.000000
DarkTBread82,0.008688
SAttentativeB,0.000000
BusyHouseBrian_Whiteford,0.000000
SmartCCouch58,0.000000
AyersBear17,0.000000
SFastThompson,0.000000
AttentativePIcecream,0.000869
GuapoTPlate60,0.000000
FearsMicheleCat,0.000000
MFuriousSizemore,0.000000
MabelTallR,0.000000
Jason1999,0.000000
CuriousCalderaCar,0.000000
SharondaLion38,0.000000
HughBusyHowell,0.000000
FamousTHouse,0.000869
Eugenia1955,0.000000
HoldsCarolynFish,0.000000
Karen_Hardebeck88,0.000000
John_Fennell1956,0.000869
CandidIcecreamCohen,0.000000
D1950Williams,0.000869
FuriousCarJoseph,0.000000
LovesJenineWhale,0.000000
FuriousSBread,0.000000
FastCeceliaBanana,0.016507
LovesRuth_SchultWhale,0.000000
GuapoIssacsPlate2009,0.000869
FuriousJBowl59,0.000000
SmartJamesCar,0.000000
NaefBird51,0.000000
BBusyObeso,0.000000
RacesMarvin_FordLion,0.000000
CleverStarkCar,0.000000
SchmidtBird1964,0.008688
CuriousKHouse,0.000000
WileySadlerIcecream,0.000869
FearsJoelOctopus,0.000000
LovesGlady_MockDog,0.000000
Groce2019,0.015639
CleverSalibaBowl,0.000000
FastLisaLight,0.000000
KimbleMouse55,0.000000
WatchesCeaMouse,0.000000
MontoyaWhale50,0.001738
Elizabeth75,0.000000
JohnFuriousH,0.000000
AttentativeCCar91,0.000000
FastPBread72,0.027802
ACuriousWurzbacher,0.000000
John2007D,0.000000
RunsObrienCat,0.000000
Jason_AhoBear80,0.000000
TallHouseBryan_Smith,0.001738
Robert_StephensBear90,0.000000
K2013Kozak,0.000869
FuriousRCouch,0.000869
ObnoxiousTCandy,0.000000
LazyGloverCar1987,0.000000
WilliamCat84,0.000000
Laverne_Cassady74,0.000000
ChristineOctopus49,0.000000
CWileyJackson,0.000000
CandidBananaJacqueline_Kimbrough,0.005213
Cristina48Mcdaniel,0.017376
FearsRoderick_PimentalMouse,0.000000
GuapoPlateFrank,0.000000
BusyTrinkleinIcecream,0.000000
RunsAngelaDog,0.000869
FFuriousF,0.000000
AttentativeMooresCar,0.000000
TallPPlate,0.000869
DarkIcecreamRonald,0.000000
RogerHorse1955,0.000000
RachealCuriousHartnett,0.000000
FamousEdwardCar,0.000000
FearsGlazeMouse,0.000000
DarkPlateCynthia_Niemczyk,0.000869
SAttentativeT,0.007819
CleverNPlate89,0.000869
ObnoxiousLCar26,0.000000
MyrtleDarkGartrell,0.000000
AttentativeTIcecream80,0.000000
WatchesFidlerCat,0.000000
Christopher_BednarczykDog53,0.006950
RacesPamHorse,0.000000
ObnoxiousBreadTy_Bell,0.000000
ObnoxiousGonzalesPlate1954,0.000000
Jaime2014,0.000000
JWileyLea,0.000000
G2015Howland,0.000000
Chisolm67,0.000000
WileyMonfordIcecream,0.000000
TallMaryCouch,0.000000
AmeliaBusyHoward,0.000000
FearsSusanCat,0.000000
CuriousBLight31,0.000000
Mary5Taylor,0.016507
CWileyDepeyster,0.000000
FastFigueroaBanana86,0.000000
WatchesWhaleyMouse,0.000000
RichardBusyS,0.000000
MitchellBird1986,0.000000
Knepper47,0.001738
FleetGieseCar,0.000000
BessOctopus2011,0.000000
CuriousMIcecream,0.000000
Mcknight33,0.000000
CandidRBanana,0.000000
FastHCouch25,0.012163
J2001Bui,0.000869
CleverShannonCouch,0.000869
DonnaBear1979,0.000869
HoldsLisa_AyalaHorse,0.000000
AttentativeDavidBread,0.000000
Tarango63,0.000000
Toby_HoyleHorse70,0.000000
Greene1993,0.000000
MilesBear56,0.000000
Darrell69B,0.000000
Ronald1961T,0.000869
WatchesEgglestonOctopus,0.000000
WarrenOctopus17,0.000000
John_MillarBear88,0.000000
SmartWBread,0.003475
FearsMaurice_LevasseurBear,0.000000
Ellen1973M,0.000000
FleetCarMichelle,0.004344
WileyVandykePlate1973,0.000000
CandidJIcecream,0.000869
CandidCouchSebastian,0.000869
RunsRonnie_MapstonWhale,0.000869
SmartMyersHouse,0.003475
BusyBowlMary,0.000000
ZinglerWhale12,0.011295
TallAshleyHouse,0.011295
JuliusOctopus56,0.000000
George67Johnson,0.000000
WatchesCristHorse,0.000869
FinleyCat84,0.000000
FuriousCarJoshua,0.000000
JohnWhale98,0.000000
RacesBowlandOctopus,0.000000
FastPlateRachel_Roman,0.000000
D99Johnson,0.000869
Samuel81A,0.000000
CuriousJosephPlate,0.000000
Jamie1955W,0.004344
DarkChamplinIcecream,0.000000
BettyBird1978,0.000000
FleetRaymondIcecream,0.010426
AttentativeDLight6,0.000000
SmithersDog34,0.000000
Henrietta2012,0.000000
Jeffrey_JamesDog78,0.000000
C1954Lafrance,0.000869
CandidLBread,0.000000
Dubose1963,0.000000
Michele1984Grover,0.000000
FleetCarTerry,0.000000
F71Halfhill,0.000869
FleetMCandy2013,0.031277
FuriousChasityCandy,0.000869
H1981Newsom,0.000000
RockyBusyA,0.000000
Crosby85,0.000000
Carrie_SatcherLion1999,0.000000
FastDebaeckePlate65,0.000000
ObnoxiousSBanana21,0.000000
CleverShahIcecream,0.000869
Gloria55Palmer,0.000000
Jackson49,0.000869
Charles89,0.000000
FleetMCandy,0.000000
SmartCouchChristina,0.014770
ObnoxiousBreadCaruso,0.000869
ObnoxiousABanana,0.000000
DarkPlateFrederick_Tucker,0.009557
WatchesHeather_MooreHorse,0.028671
CuriousDHouse29,0.000000
WileyMIcecream,0.000869
SmithOctopus2013,0.000000
AttentativeJuanitaLight,0.000000
WileyHollinHouse1969,0.000000
FastCandyJerry,0.009557
CuriousCaraHouse,0.000000
GrantOctopus2009,0.000000
TallMCouch,0.000000
FearsEmiliaWhale,0.025195
WieldsMattoc,0.002606
RacesJenniferMouse,0.000000
PaulWhale45,0.000000
CuriousJBread,0.046047
LazyRosascoCar67,0.000000
RacesMontoyaMouse,0.000000
NormanFish1994,0.000000
FamousNicolePlate,0.000000
FearsRobertWhale,0.006082
HoldsDavidBird,0.000869
ObnoxiousSCar,0.000000
AttentativeBananaAlpers,0.000000
RacesAnthony_SheckWhale,0.001738
Stancil6,0.000869
FleetGaddieBowl,0.000000
SherriLazyHernandez,0.000000
AttentativePHouse,0.033015
FamousJLight,0.000000
CuriousEIcecream,0.000000
LovesDavidDog,0.006950
DavisFish8,0.000000
TyroneTallJackson,0.000000
HoldsEdwardMouse,0.000000
StevenDog12,0.000000
FamousBroadwayLight,0.000000
DAttentativeAnderson,0.000869
TallBreadJoseph,0.019114
FamousCarSmith,0.005213
CleverRachaelLight,0.000000
Lillie_West1989,0.000000
CuriousFBread91,0.000000
FuriousCatherineCandy,0.000000
RacesAnthony_ShellWhale,0.021720
Charles_SimmonsMouse1977,0.002606
KSmartTurner,0.006082
FuriousPekarekHouse2017,0.000000
Grace67Sharp,0.000000
Herbert1953,0.000000
DarkKBread18,0.033884
FamousBowlPatricia,0.000000
VirginiaGuapoR,0.000000
Charlene91G,0.000000
WatchesBeatrice_JonesOctopus,0.000000
WileyElliottPlate,0.000000
VillagomezLion14,0.000000
ThomasMouse2007,0.000000
FuriousHouseAvery,0.000000
CleverOhareIcecream2007,0.000000
Dollie13,0.000000
FastCBanana2013,0.000000
FearsLarryOctopus,0.000000
FamousWBowl1973,0.003475
GuapoSBanana70,0.000000
AttentativeKPlate2005,0.000000
CandidSLight,0.000000
WileyLightErick_Torres,0.000000
GuapoGodfreyBread1956,0.000000
DarkDallasIcecream,0.000000
LovesNancy_KidderOctopus,0.000000
DianaBear1979,0.000000
BAttentativeR,0.000000
CleverJamesCandy92,0.001738
FuriousBCar1978,0.000000
Myron_SimmonsOctopus85,0.008688
LazyBCar,0.000000
Wildes78,0.000000
Eva1983S,0.000000
PamelaObnoxiousMontgomery,0.033884
SmartAIcecream44,0.000000
RObnoxiousMoe,0.000000
WileyKyleCandy,0.000000
Norman55Amo,0.000869
DixonWhale31,0.000000
C2014Rakes,0.000000
Jane_ReeseHorse21,0.000000
FamousRCandy17,0.013901
Corey_LathropWhale31,0.020851
FleetDeborahCar,0.000000
CleverPlateManuel,0.000000
WileyWCandy,0.000000
BusyRuthCandy,0.000869
GregoryBear2015,0.000000
FuriousTLight,0.000869
AttentativeIcecreamMichelle,0.000000
CuriousIcecreamGillen,0.001738
RickyGuapoT,0.000000
LovesRoyCat,0.000000
AttentativePBread32,0.000000
Bruce_GuidottiFish1982,0.000000
LetaObnoxiousC,0.000000
Tashia1960B,0.000869
JGuapoAndrade,0.000000
Betty2004,0.000000
Adrian_Solis65,0.000000
RobertsonCat14,0.007819
JulioFleetGalindo,0.000000
AnthonyAttentativeM,0.025195
Nora_GilbertBird2001,0.000000
FastMBowl,0.000000
MichaelDog1952,0.000000
IssacMouse1995,0.000869
WileyMclaughlinBowl61,0.000000
W83Chacon,0.001738
GuapoBreadThomas,0.000000
LovesRichard_CiaburriMouse,0.000000
CandidBowlLester,0.018245
FearsGeraldineHorse,0.000000
FuriousBreadEstelle_Murphy,0.000000
FastNormanIcecream,0.000000
LaurelAttentativeClemons,0.010426
DarkBreadCheri_Todd,0.000000
Alicia_White6,0.000000
Linda1964J,0.000000
HoldsBowmanHorse,0.003475
LazyDorisBread,0.000869
CandidRBowl,0.000000
CleverBBowl86,0.000000
James2001,0.006950
JaneOctopus37,0.000869
ObnoxiousIcecreamCarolyn,0.000000
GuapoYoungerIcecream1994,0.000000
RacesRichardBear,0.000000
BusyCarLavalette,0.000000
CleverHollinsLight,0.000000
ObnoxiousGarciaBanana50,0.003475
LDarkBurns,0.004344
CleverGroverIcecream,0.000000
Joseph2014Ratliff,0.000869
SmartACandy52,0.000000
RunsJasonCat,0.000000
RacesJason_DicaprioMouse,0.000869
GuapoMcguinnessBanana,0.039965
Lucille_Veve2006,0.000000
CandidLCouch,0.000000
FuriousWorthyCouch70,0.000000
Murray26Williams,0.000000
ArianaLion41,0.000000
Brendon28,0.000000
TallChastainBread,0.000000
Suzanne_RockwellWhale12,0.022589
WileyHouseWindsor,0.000000
HutchersonMouse1989,0.000000
HoldsKareem_SanchezBear,0.000000
LazyMillerHouse,0.000000
CleverOliverHouse50,0.000000
FearsKenneth_BarnettOctopus,0.003475
BusyLightMichael,0.000000
KimberlyFleetWillis,0.000000
BusyPlateSailor,0.000000
YangLion4,0.000000
CuriousCarLevi_Taylor,0.041703
LovesDeborah_FoxLion,0.000000
LovesIona_OxleyBear,0.000000
RacesProffittDog,0.000000
LazyMCar,0.000000
RacesTeresa_SnyderFish,0.000869
Michelle5Boger,0.000000
Eduardo_MillerFish1962,0.000000
BusyCouchIda,0.000000
PackBear47,0.000869
LazyCarParrott,0.000000
FleetMichelsHouse44,0.000000
TallDBanana,0.000000
RunsFelicitasBird,0.000000
RunsKaren_GallegosHorse,0.000000
LazyIcecreamDavid,0.000000
LazyBreadIrene,0.000000
CleverSBread1988,0.000000
JoyceWhale1979,0.007819
MCleverJoseph,0.000869
RacesJack_SayersLion,0.000000
TaliaLion1988,0.000869
FearsMatthew_AderDog,0.000000
LazyRiegelCandy25,0.000869
FleetTBowl,0.000000
JohnathanWileyRichardson,0.018245
SmartMBread,0.000000
DianeBird77,0.000000
WileyBCandy33,0.000000
NelsonAttentativeC,0.000000
JohnLazyL,0.000000
TallBananaRobert,0.000869
WileyMCar,0.000000
FleetLeanLight58,0.000000
Dawn_Lloyd24,0.006950
Parsons1986,0.012163
